entry_id,title,year,venue,authors,tracks,priority,source_role,verification_contract,supervision_granularity,training_use,construction_layer,domains,tags,one_line_summary,one_line_summary_zh,primary_link,code,data,huggingface,project
qwen-agentworld-2026,Qwen-AgentWorld: Language World Models for General Agents,2026,arXiv preprint,Yuxin Zuo; Zikai Xiao; Li Sheng; Fei Huang; Jianhong Tu; Yuxuan Liu; Tianyi Tang; Xiaomeng Hu; Yang Su; Qingfeng Lan; Yantao Liu; Qin Zhu; Yinger Zhang; Bowen Yu; Haiquan Zhao; Haiyang Xu; Jianxin Yang; Jiayang Cheng; Junyang Wang; Lianghao Deng; Mingfeng Xue; Tianyi Bai; Yang Fan; Yubo Ma; Yucheng Li; Zeyu Cui; Zhihai Wang; Zhihui Xie; Zhuorui Ye; An Yang; Dayiheng Liu; Jingren Zhou; Ning Ding,frontier_reports_data_disclosure_ledger,必读,model_report; agent_environment; benchmark,mixed,state_action_level; full_episode; scalar_reward,sft; rlvr; agent_training; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer; frontier_pipeline; release_audit,agentic-environments; tool-use; software-engineering; web; operating-systems,qwen; frontier-report; data-disclosure-ledger; language-world-model; agent-environment; agentworldbench; cpt; sft; rl; gspo; rubric-reward; rule-verifier,"Qwen-AgentWorld reports CPT, SFT, and GSPO RL over more than 10M seven-domain environment trajectories, releases 35B weights and the separate 2,170-sample AgentWorldBench test set, and leaves the training corpus and reward stack only partially auditable.","Qwen-AgentWorld 报告在七类环境的 1,000 多万条轨迹上依次进行 CPT、SFT 和 GSPO RL，并使用 rubric 加规则的混合奖励；其发布了 35B 权重和独立的 AgentWorldBench 评测集，但训练数据、奖励与环境复现仍不完整。",https://arxiv.org/abs/2606.24597,https://github.com/QwenLM/Qwen-AgentWorld,https://huggingface.co/datasets/Qwen/AgentWorldBench,https://huggingface.co/Qwen/Qwen-AgentWorld-35B-A3B,https://qwen.ai/blog?id=qwen-agentworld
qwen3-coder-next-technical-report-2026,Qwen3-Coder-Next Technical Report,2026,arXiv preprint,Ruisheng Cao; Mouxiang Chen; Jiawei Chen; Zeyu Cui; Yunlong Feng; Binyuan Hui; Yuheng Jing; Kaixin Li; Mingze Li; Junyang Lin; Zeyao Ma; Kashun Shum; Xuwu Wang; Jinxi Wei; Jiaxi Yang; Jiajun Zhang; Lei Zhang; Zongmeng Zhang; Wenting Zhao; Fan Zhou,frontier_reports_data_disclosure_ledger,必读,model_report; construction_recipe,mixed,answer_level; state_action_level; full_episode; pairwise_preference; scalar_reward,sft; distillation; preference_learning; rlvr; agent_training,prompt_sourcing; trace_writing; reward_verifier_layer; optimizer_scaffold; frontier_pipeline; release_audit,software_engineering; coding; agentic_tool_use; web,qwen3-coder-next; frontier-report; data-disclosure-ledger; coding-agent; executable-environment; github-pr; agentic-training; rlvr; reward-hacking,"Qwen3-Coder-Next discloses executable coding-task synthesis and Docker-based verification with staged agentic training, but not its training tasks, environments, trajectories, or audit records.",Qwen3-Coder-Next 披露了可执行编码任务合成、Docker 验证和分阶段 agentic training，但未发布训练任务、环境、轨迹或审计记录。,https://arxiv.org/abs/2603.00729,https://github.com/QwenLM/Qwen3-Coder,,https://huggingface.co/Qwen/Qwen3-Coder-Next,
qwen3-5-omni-2026,Qwen3.5-Omni Technical Report,2026,arXiv preprint,Qwen Team,frontier_reports_data_disclosure_ledger,暂缓,model_report,mixed,full_episode; pairwise_preference; scalar_reward,sft; distillation; preference_learning; rlvr; agent_training,frontier_pipeline; release_audit,multimodal; audio,frontier-report; data-disclosure-ledger; qwen; omnimodal; audio-visual; aria,"Qwen3.5-Omni reports aggregate text-vision and 100M-plus-hour audio-visual training scale plus ARIA, but its official abstract leaves post-training data, feedback, and audit artifacts undisclosed.",Qwen3.5-Omni 报告文本—视觉和超过一亿小时音视频语料、256K 上下文与全模态能力，但未披露后训练数据、奖励/verifier、rollout 或审计细节。,https://arxiv.org/abs/2604.15804,,,,
qwen3-5-2026,Qwen3.5: Towards Native Multimodal Agents,2026,Qwen official release blog,Qwen Team,frontier_reports_data_disclosure_ledger,必读,model_report,unknown,unknown,agent_training,optimizer_scaffold; frontier_pipeline; release_audit,multimodal; visual_reasoning; reasoning; agentic_tool_use,qwen3-5; qwen; frontier-report; data-disclosure-ledger; multimodal-agent; agent-training; asynchronous-rl; open-weights,"Qwen3.5 reports scaled multimodal and multi-turn RL with agent-oriented environments and releases a post-trained checkpoint, but not the tasks, traces, rewards, environment artifacts, or provenance needed to audit or reproduce that training.",Qwen3.5 报告了在面向智能体环境中扩展多模态和多轮 RL，并发布后训练检查点；但未发布审计或复现该训练所需的任务、轨迹、奖励、环境工件或溯源信息。,https://qwen.ai/blog?id=qwen3.5,,,https://huggingface.co/Qwen/Qwen3.5-397B-A17B,
r-diverse-self-play-2026,R-Diverse: Mitigating Diversity Illusion in Self-Play LLM Training,2026,ICML 2026 regular,Gengsheng Li; Jinghan He; Shijie Wang; Ruiqi Liu; Renrui Zhang; Zijun Yao; Junfeng Fang; Haiyun Guo; Dan Zhang; Jinqiao Wang,data_construction_open_release_recipes,必读,construction_recipe; verifier_reward; scaling_study; audit_failure,mixed,answer_level; full_episode; scalar_reward,rlvr; agent_training,prompt_sourcing; self_play_anchor; reward_verifier_layer; optimizer_scaffold; scaling_report; release_audit,mathematical_reasoning; general_reasoning,self-play; persistent-memory; diversity-illusion; pseudo-labeling; grpo; release-gap,"Adds skill-aware historical diversity penalties and replay to Challenger-Solver self-play, but releases no executable pipeline or generated records.",为 Challenger-Solver 自博弈加入程序级技能多样性和历史记忆惩罚，但未发布可执行流程或生成记录。,https://openreview.net/forum?id=DZiuKVvrJW,,,,https://github.com/Gengsheng-Li/R-Diverse
ranking-reasoning-tts-2026,Ranking Reasoning LLMs under Test-Time Scaling,2026,ACL 2026,Mohsen Hariri; Michael Hinczewski; Jing Ma; Vipin Chaudhary,scaling_rlvr_test_time_compute,可读,scaling_study,programmatic,answer_level,test_time_compute; evaluation,scaling_report,mathematical-reasoning,test-time-compute; evaluation; ranking; repeated-sampling; mathematical-reasoning,Scorio evaluates how statistical ranking remains stable when reasoning models receive different test-time sampling budgets.,Scorio 研究推理模型在不同推理时采样预算下如何获得稳定、可信的排名。,https://aclanthology.org/2026.acl-long.1544/,https://github.com/mohsenhariri/scorio,,,
random-calculation-contamination-2025,Reasoning or Memorization? Unreliable Results of Reinforcement Learning Due to Data Contamination,2026,AAAI 2026,Mingqi Wu; Zhihao Zhang; Qiaole Dong; Zhiheng Xi; Jun Zhao; Senjie Jin; Xiaoran Fan; Yuhao Zhou; Huijie Lv; Ming Zhang; Yanwei Fu; Qin Liu; Songyang Zhang; Qi Zhang,data_construction_open_release_recipes,必读,data_release; construction_recipe; audit_failure,programmatic,answer_level,rlvr; evaluation,prompt_sourcing; reward_verifier_layer; release_audit,mathematical_reasoning; arithmetic,randomcalculation; procedural-data; contamination; rlvr; grpo; structural-memorization,RandomCalculation releases 20 levels of procedurally generated arithmetic prompt-answer pairs and uses two levels to test whether RLVR gains survive a lower-contamination control.,程序化生成20个算术难度层级，并以正确/随机/反向奖励对照区分低污染RLVR学习与基准记忆。,https://ojs.aaai.org/index.php/AAAI/article/download/40687/44648,https://github.com/wumingqi/LLM-Math-Evaluation,https://github.com/wumingqi/LLM-Math-Evaluation/tree/main/random_calculation/result,,
omnithought-2026,Reasoning with OmniThought: A Large CoT Dataset with Verbosity and Cognitive Difficulty Annotations,2026,ACL 2026,Wenrui Cai; Chengyu Wang; Junbing Yan; Jun Huang; Xiangzhong Fang,data_construction_open_release_recipes,必读,data_release; construction_recipe; verifier_reward,mixed,answer_level; scalar_reward,sft; distillation; preference_learning; rlvr,prompt_sourcing; trace_writing; reward_verifier_layer; optimizer_scaffold; release_audit,math; code; science; reasoning,omnithought; chain-of-thought; synthetic-reasoning-data; multi-teacher-distillation; reasoning-verbosity; cognitive-difficulty; llm-as-a-judge; metadata-selection; math; code; science,"OmniThought releases nested multi-teacher math, code, and science traces with separate reasoning-validity and answer acceptance signals plus RV/CD annotations, while row-level prompt provenance, generation settings, executable verifier assets, and exact nested-trace lineage remain incomplete.","OmniThought 发布 708,009 个问题行及其嵌套的多教师数学、代码与科学 CoT，分别保留推理有效性、答案接收信号和 RV/CD 标注；但逐行题源、生成设置、可执行验证器资产与精确轨迹 lineage 仍不完整。",https://aclanthology.org/2026.acl-long.382/,https://github.com/modelscope/easydistill,https://huggingface.co/datasets/alibaba-pai/OmniThought,,https://huggingface.co/collections/alibaba-pai/distilqwen
reasoningbank-matts-2026,ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,2026,ICLR 2026,Siru Ouyang; Jun Yan; I-Hung Hsu; Yanfei Chen; Ke Jiang; Zifeng Wang; Rujun Han; Long T. Le; Samira Daruki; Xiangru Tang; Vishy Tirumalashetty; George Lee; Mahsan Rofouei; Hangfei Lin; Jiawei Han; Chen-Yu Lee; Tomas Pfister,scaling_rlvr_test_time_compute,必读,scaling_study,mixed,answer_level,test_time_compute,optimizer_scaffold; scaling_report,reasoning,test-time-compute; reasoning; scaling,ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,持续运行的代理会反复丢弃成功和失败交互中的洞见，因此更多测试时探索可能重复同样错误，而不是积累有用经验。,https://arxiv.org/abs/2509.25140,https://github.com/google-research/reasoning-bank,,,https://research.google/blog/reasoningbank-enabling-agents-to-learn-from-experience/
refact-scientific-confabulation-2026,ReFACT: A Benchmark for Scientific Confabulation Detection with Positional Error Annotations,2026,EACL 2026,Yindong Wang; Martin Preiß; Margarita Bugueño; Jan Vincent Hoffbauer; Abdullatif Ghajar; Tolga Buz; Gerard de Melo,process_trace_supervision_data,可读,data_release; benchmark; process_supervision; verifier_reward,judgment_required,step_level; process_reward,process_supervision; reward_modeling; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer,scientific-factuality; error-localization; process-evaluation,process-supervision; reasoning; reward-modeling,"ReFACT pairs scientific answers with expert-marked error spans to test detection, localization, and correction of confabulations.",ReFACT 以专家标注的科学错误位置配对答案，评测幻觉检测、定位与纠正。,https://aclanthology.org/2026.eacl-long.381/,https://github.com/ddz5431/ReFACT,https://huggingface.co/datasets/ddz5431/refact,,
proofbench-fine-grained-math-proofs-2026,Reliable Fine-Grained Evaluation of Natural Language Math Proofs,2026,ICLR 2026,Wenjie Ma; Andrei Cojocaru; Neel Kolhe; Haihan Zhang; Vincent Zhuang; Matei Zaharia; Sewon Min,judgment_rubric_domain_expert_data,必读,benchmark; data_release,judgment_required,answer_level,evaluation,prompt_sourcing; release_audit,benchmark; expert_evaluation,benchmark; expert_evaluation; judgment,ProofBench makes local errors in natural-language mathematical proofs visible through reliable fine-grained evaluation.,以细粒度判定把自然语言数学证明的局部错误定位转化为可靠评测。,https://openreview.net/pdf?id=ky5iqwZSXI,,https://huggingface.co/datasets/wenjiema02/ProofBench,,
reprobe-internal-state-tts-2026,ReProbe: Efficient Test-Time Scaling of Multi-Step Reasoning by Probing Internal States of Large Language Models,2026,ACL 2026,Jingwei Ni; Ekaterina Fadeeva; Tianyi Wu; Mubashara Akhtar; Jiaheng Zhang; Elliott Ash; Markus Leippold; Timothy Baldwin; See-Kiong Ng; Artem Shelmanov; Mrinmaya Sachan,scaling_rlvr_test_time_compute,必读,scaling_study,mixed,step_level; answer_level,test_time_compute; evaluation,scaling_report,mathematical-reasoning; planning; general-question-answering,test-time-compute; process-verifier; internal-states; beam-search; reasoning,ReProbe uses a small probe over a frozen LLM’s internal states to verify reasoning steps during test-time scaling.,ReProbe 用冻结语言模型的内部状态训练小型探针，在测试时扩展中验证推理步骤。,https://aclanthology.org/2026.acl-long.536/,https://reprobe.github.io/,,,
cherrl-2026,"Reproducing, Analyzing, and Detecting Reward Hacking in Rubric-Based Reinforcement Learning",2026,arXiv,Xuekang Wang; Zhuoyuan Hao; Shuo Hou; Hao Peng; Juanzi Li; Xiaozhi Wang,audit_failure_contamination_verifier_attacks,可读,audit_failure,mixed,trajectory_value,evaluation; audit,release_audit,reasoning; evaluation; alignment,audit; reward-hacking,controllable LLM-judge bias and reward-hacking environment,CHERRL 通过注入可控的 LLM judge 偏差，复现并定位基于量规强化学习中的奖励投机。,https://arxiv.org/abs/2606.04923,https://github.com/THUAIS-Lab/CHERRL,,,
researchclawbench-autonomous-research-2026,ResearchClawBench: A Benchmark for End-to-End Autonomous Scientific Research,2026,arXiv,Wanghan Xu; Yuhao Zhou; Yifan Zhou; Qinglong Cao; Shuo Li; Jia Bu; Bo Liu; Yixin Chen; Xuming He; Xiangyu Zhao,judgment_rubric_domain_expert_data,可读,benchmark; data_release; agent_environment; verifier_reward,judgment_required,full_episode,evaluation; reward_modeling; agent_training; audit,prompt_sourcing; trace_writing; reward_verifier_layer; optimizer_scaffold; release_audit,science; agent_workflows,science; agents; rubric; discovery,"ResearchClawBench grades end-to-end scientific re-discovery from raw data using hidden-paper, expert-weighted artifacts.",ResearchClawBench 以隐藏目标论文和专家加权产物准则，衡量 AI 的端到端科学复现与发现能力。,https://arxiv.org/abs/2606.07591,https://github.com/InternScience/ResearchClawBench,https://huggingface.co/datasets/InternScience/ResearchClawBench,,https://internscience.github.io/ResearchClawBench-Home/
researchqa-scholarly-qa-2025,ResearchQA: Evaluating Scholarly Question Answering at Scale Across 75 Fields with Survey-Mined Questions and Rubrics,2026,TACL,Li S. Yifei; Allen Chang; Chaitanya Malaviya; Mark Yatskar,judgment_rubric_domain_expert_data,必读,benchmark; data_release; verifier_reward,judgment_required,process_reward,evaluation; reward_modeling; audit,prompt_sourcing; trace_writing; reward_verifier_layer; release_audit,science; scholarly_qa; cross_domain,scholarly_qa; rubric; science,ResearchQA turns surveys from 75 fields into 21K scholarly queries and 160K evaluation rubrics.,ResearchQA 从 75 个领域的综述文章提炼问题与细粒度 rubric，评测学术问答的引用、解释与局限性。,https://arxiv.org/abs/2509.00496,https://github.com/realliyifei/ResearchQA,https://huggingface.co/datasets/realliyifei/ResearchQA,,https://researchqa.cylumn.com/
reasoning-benchmark-comparability-survey-2026,Rethinking Benchmark Comparability: A Survey of Reasoning Benchmarks for Large Language Models,2026,Preprints.org,Chenyuan Zhang; Simin Liu; Hanjing Li; Te Gao; Yidi Wang; Qiguang Chen; Xiachong Feng; Li Cai; Mengnan Du; Zhuotao Tian; Libo Qin; Philip S. Yu; Min Zhang,foundations_and_primers,必读,survey_background,unknown,unknown,evaluation,release_audit,reasoning; reasoning-data; benchmarks; evaluation; data-quality,foundations-and-primers; reasoning-benchmarks; evaluation; survey; 2026,A 2026 survey that explains why two “reasoning benchmark” scores are often not measuring the same thing.,解释推理基准分数为何常常不可直接比较的 2026 综述。,https://www.preprints.org/manuscript/202605.0806,https://github.com/chenyuanTKCY/Awesome-Benchmarks-for-LLM-Reasoning,,,
